s_PIDENT s_Peak1 s_Peak2 s_Peak3 s_Cen1 s_Cen2 s_Cen3 s_Size1 s_Size2 s_Size3 s_Sum s_Peak s_Volume f_PIDENT f_Peak1 f_Peak2 f_Peak3 f_Cen1 f_Cen2 f_Cen3 f_Size1 f_Size2 f_Size3 f_Sum f_Peak f_Volume
61.0 40.99999999999744 45.99999999999902 92.0 41.00000000175763 45.99999993670065 91.53049451640736 2.2850828152539644 3.878649544427278 4.260085546905278 5566.938953105825 9.305102780542944 17227.570384850314 71.0 41.0 46.0 92.0 41.008468873275504 46.014705585199685 91.64446463315709 2.081335393534334 3.2254861204967633 3.603092593992594 4985.155993118882 9.290362358093262 1706.0
21.0 15.000000000000881 92.99999999999898 64.0 14.999999729618537 92.99999933234633 63.76505793752761 3.031459597722728 3.458827262556404 3.460077901475875 1449.6625694350503 2.8287430652425303 12592.560731848735 46.0 15.0 93.0 64.0 15.083896370259271 92.97783325629857 63.858057714819836 2.0589517243162074 2.5914963438995966 2.4061128303151835 888.8676864355803 5.163496017456055 578.0
84.0 40.00000000000125 14.999999999998991 46.00000000000001 39.999999924186 14.999999990265906 46.46253195659717 3.690383826704523 2.6281682226783025 4.031996371711986 3408.730721127073 5.7844151905680015 15983.154687634415 21.0 40.0 15.0 47.0 39.909595036645996 15.026888344915085 46.548724348152255 2.9976291489497644 2.2705110052945083 3.3085919690954726 2807.639067053795 6.6176228523254395 1349.0
59.0 68.00000000000298 43.999999999998984 99.00000000000001 68.00000019823896 43.99999988942067 98.7561945486813 2.865175191759479 3.118013473741541 4.06790535727237 3941.786659836068 7.937622437865107 14091.180354714148 80.0 68.0 44.0 98.0 68.04691770750648 43.8811351300393 98.77614804830698 2.411473636502223 2.7259424213754206 3.5137961311006465 3368.6476935446262 5.56418514251709 1422.0
81.0 99.99999999999875 81.99999999999899 49.00000000000001 100.00000033386263 82.00000066500394 48.58525494342059 3.8817939278466 2.5194473588599475 3.1072272875141005 1511.148063980976 3.178546494847049 11835.103831184038 24.0 99.0 82.0 48.0 100.1312171816614 81.99626367375431 48.6088397894583 2.814656436248875 2.0086847360043705 2.3468163084796037 1021.1236708760262 3.6522905826568604 631.0
15.0 68.0000000000001 99.99999999999898 52.00000000000001 67.99999925012344 100.00000022572084 51.702584389643064 3.1973598896458544 2.5842057047437352 4.7866989551628665 1702.7776536783313 2.9792465583654715 14162.258984013652 27.0 68.0 100.0 50.0 68.12396102518184 99.94998749889513 51.74638452145447 2.433379391178048 1.8507224548278727 3.390531437013036 1119.846662133932 3.439326524734497 701.0
8.0 27.000000000001904 100.99999999999896 76.0 26.999999987825447 100.99999966305214 76.16982316242422 2.8720416108890374 3.2894933902622374 3.168473841053384 1883.4440462446885 4.400422025793036 11217.184576401396 56.0 27.0 101.0 77.0 27.020156708490028 101.00819828902287 76.32093585388893 2.242119173235319 2.581233949053971 2.6149684427701625 1389.7033074647188 5.952481269836426 784.0
27.0 97.00000000000014 54.999999999998984 58.00000000000001 97.00000009206447 54.99999993496951 57.937953396095054 3.0146324222682606 2.9723168189727134 4.6269287036934115 2486.2312933741655 4.339370120112801 14953.399232366837 40.0 97.0 55.0 59.0 96.92304421064557 54.94559268359253 58.07252945679375 2.2883496490717596 2.2361472118216006 3.7704598869444 1955.296657860279 6.001631259918213 1055.0
72.0 57.999999999999744 24.99999999999899 33.99999999999999 57.99999991195878 24.99999947531984 33.79382349199532 2.5270656720524096 3.1603452748644334 4.801319452012742 3653.8179239042815 6.784149856160134 14940.956113237384 13.0 58.0 25.0 33.0 58.032319797659454 25.075901552693118 33.641692743130896 2.1671082828094868 2.6522648241660907 3.8601469595146978 3026.740663141012 6.676553249359131 1367.0
2.0 88.99999999999865 72.99999999999899 89.0 89.00000006574653 72.99999962115349 89.20637507436723 2.5164335757892364 3.6978261656735554 4.381683324566472 4039.1156747971695 7.01183424164818 16075.767086051983 68.0 89.0 73.0 89.0 88.84745751994242 73.05273418813992 89.27761344997536 2.1976340765252935 3.1739136604727975 3.5790429175046414 3368.2004804611206 6.855454921722412 1508.0
48.0 40.999999999999716 19.99999999999899 79.0 40.99999971434977 19.999999955612665 79.17744398747712 3.0208212165384136 3.0262594989800564 3.624448833438948 2780.781864329929 5.849729543642188 12949.664960637547 57.0 41.0 20.0 80.0 41.1272739349057 20.12031829496014 79.23735537428327 2.6519866950946636 2.459173482048083 3.066744403786881 2287.863222539425 6.352019309997559 1137.0
29.0 69.00000000000031 32.999999999998984 102.99999999999999 68.9999999407565 33.00000012143838 103.22913410109327 3.290211308075297 2.5659921345680843 3.6863017799982334 3427.399055314691 7.6907964863344 12593.109818709549 86.0 70.0 33.0 103.0 68.93321729231815 33.163537294803625 103.29560970498491 2.8120731748575016 2.278076034827131 3.1107253120568457 3072.074967622757 10.278475761413574 1255.0
38.0 21.999999999998465 20.999999999998977 52.00000000000001 21.99999995012263 21.000000099788977 52.31206524075726 3.25298485021856 2.561855440881456 4.083400942523344 4515.85357532978 9.506284944682921 13788.812653364881 30.0 22.0 21.0 52.0 22.07176572365244 20.95390270166198 52.136364353217786 3.002586956786221 2.3379151405748715 3.48069327957996 3987.010496556759 9.41578483581543 1559.0
12.0 107.00000000000128 20.999999999998977 52.99999999999999 106.99999998053924 21.000000504382882 53.09603112283878 2.1833501884975974 3.5374904008421777 3.9301889404362034 2861.560434156899 6.125080859441418 12820.127634542256 32.0 107.0 21.0 53.0 106.89331950892614 21.003100937398067 52.9169133514984 1.8629248061151469 2.8915479199992737 3.2965746392678263 2363.2814295589924 7.296019554138184 1117.0
25.0 26.999999999996703 92.99999999999899 91.0 26.999999834134996 92.99999996472846 91.45406327394087 3.8598130967486273 2.3171696234449075 3.7601280963534913 4359.588912536249 8.26246188336744 14962.573349206585 70.0 28.0 93.0 91.0 27.1699204563388 92.89103379955517 91.52069895008054 3.6027887751772703 2.1389774111277426 3.3058572251962133 3958.0741413533688 7.514144420623779 1703.0
90.0 92.00000000000153 98.99999999999899 55.99999999999999 91.99999979707553 98.9999995818676 55.78560745281971 2.7118991754366 3.581378950986891 4.3986139413082155 4307.063174662225 6.833182795561753 17519.943381170222 37.0 92.0 99.0 56.0 92.01731679214093 98.78707959478284 55.794759295667205 2.3336846205937096 3.129307850299566 3.6304266371613148 3589.696928203106 8.11363410949707 1635.0
13.0 41.99999999999952 33.99999999999898 88.0 41.999999928861115 34.0000000568499 88.20239990781106 2.640317392526768 3.3169927173643172 4.740843616900016 5226.935774970847 9.051423172335525 16679.213540278037 67.0 42.0 34.0 88.0 42.02053623789121 34.14553497032416 88.36052373920901 2.3467405583554646 2.9535333462062114 4.03872076331749 4855.152814090252 11.04297924041748 1800.0
80.0 58.00000000000027 64.99999999999898 84.00000000000001 58.00000007339602 64.9999999841448 83.58008562101449 3.551648552004364 2.414580089374654 4.93986409227846 4178.379775540468 6.383479090080568 18017.15036512417 62.0 58.0 65.0 84.0 57.946828083330054 64.96993017735198 83.36808556401171 2.9068334314662807 2.011540231840845 4.123884197924861 3422.8280707597733 5.71489143371582 1563.0
4.0 68.0000000000003 29.999999999998977 73.0 68.00000008257629 30.0000000528428 73.34880719550928 3.7136905762659675 2.295896745202373 4.736888722290583 2639.9352160501494 4.299749090740065 16034.32880677987 52.0 67.0 30.0 74.0 67.84459764974588 29.966964182035223 73.190051490167 2.8935002926754647 1.8363190040909119 3.5769632071434683 1920.1569237411022 6.916965007781982 1065.0
73.0 21.000000000001336 76.99999999999899 46.00000000000001 21.000000319325125 77.00000019260793 45.75281439482735 3.691426357242969 2.659927637117815 3.73200088407363 2143.2486095660533 3.9552553969868174 13953.944184540518 23.0 21.0 77.0 47.0 20.864728477583878 77.03697546781504 45.937970969447655 2.855946770646545 2.001425045344671 2.8445555312074045 1536.4227054417133 4.338259696960449 871.0
67.0 89.99999999999791 60.99999999999896 70.0 89.99999958396538 61.000000262217775 69.95193522659834 3.7202546973660504 2.4576674256601025 3.117435548750907 1002.4105543022673 2.218811896334584 10714.787290793507 50.0 89.0 60.0 70.0 89.89949607968067 61.20876962443785 69.93339269434054 2.6725088293725547 1.6486035299300945 2.086641339368506 545.6509141921997 4.994724750518799 374.0
18.0 97.00000000000031 88.99999999999898 63.00000000000002 97.0000000465431 88.99999979993108 62.82973038629006 2.7357616703613568 3.7678699384073604 4.92293052757811 2957.1261977342315 3.939349503424804 19380.683497738017 45.0 98.0 89.0 63.0 96.79758364659821 88.9955476942428 62.68782536059539 2.1963711253248497 2.8947468986669413 3.8039459124977513 2233.6224977970123 4.528432846069336 1282.0
6.0 62.000000000000114 62.99999999999898 49.99999999999999 61.99999977573799 62.99999951903034 49.749877068776904 2.6090713608196596 3.7586221174297854 3.07985793427005 2414.131013849938 5.201361999746485 12433.992210583197 26.0 62.0 63.0 50.0 62.0312074998569 62.753321401023996 49.73808003970441 2.04358216053166 3.233658846691982 2.54257760775385 1914.994314596057 5.587879657745361 981.0
56.0 59.00000000000115 18.999999999998963 99.00000000000001 58.999999538759226 19.000000012611878 98.93383720711118 3.671855758485217 2.2569344674300824 3.9933469095982024 1851.459176661991 3.5467264219266323 13299.447245240946 82.0 59.0 19.0 99.0 59.05148049291312 18.993176741371077 98.69025671539603 2.598417497814878 1.7659282619253376 3.239140634729521 1267.152057915926 3.537529945373535 737.0
93.0 69.0000000000022 43.99999999999897 17.000000000000004 69.00000025719989 44.00000028288475 17.086092636204306 2.7075269081422064 3.43325982519802 3.1454678707697266 1782.9176353156834 4.173881840505967 11114.282715574751 1.0 69.0 44.0 17.0 69.23472511755581 43.91641735062339 16.997410204308338 2.2388441898020024 2.6333435490664763 2.4108985126674716 1310.1217654049397 4.9336652755737305 725.0
14.0 100.00000000000078 25.99999999999902 45.0 99.99999971485609 26.000000366927978 45.03592642630912 3.273734962628613 2.8145294976354323 3.274031683730758 1078.597204986137 2.4794501247919887 10488.183031024975 20.0 100.0 26.0 45.0 100.24372118754314 25.882104868518308 45.1049510721549 2.24873547343959 1.883353075802335 2.326028259360773 668.2871014475822 2.956268072128296 452.0
78.0 75.00000000000053 30.999999999998984 96.00000000000001 75.00000056460364 30.999999673869063 95.86801120885993 3.3026535201284775 3.13444400961774 3.040402016659686 2278.540416453873 5.291093971941137 11586.509123561553 76.0 74.0 32.0 97.0 74.88479499269182 31.178181597107688 96.05597796434634 2.8170266852767303 2.5376689595972883 2.4230047701479385 2067.536180317402 5.204556465148926 929.0
43.0 37.999999999998266 88.99999999999898 71.00000000000001 38.00000002261814 88.99999979673487 70.86443983853671 2.7866296778031647 3.5641923974010634 3.4082572926545933 1737.6025285435198 3.722202661872974 11953.713764910624 51.0 38.0 90.0 70.0 37.89295078195228 89.15206090192663 71.07958171924689 2.2028027194753683 2.765473740352358 2.795841660431956 1358.5313156843185 5.285737991333008 803.0
47.0 90.000000000002 28.999999999999005 51.0 89.99999999908626 29.000000001498847 51.49037931497672 2.7295237467571 3.736907191864346 4.147503186465873 4280.527335167483 6.8152076615626695 17375.732427893934 28.0 90.0 29.0 51.0 90.04439415240121 29.033570543613358 51.20610995919037 2.4611840703533856 3.2500298865145334 3.4309801335417376 3670.4446626603603 7.407578468322754 1676.0
49.0 46.99999999999713 48.999999999998984 43.00000000000001 47.000000211698676 49.000000047669296 43.03714719726277 3.0659820637429887 3.168246816407797 4.55147857331172 2006.334371513941 3.222559644138744 15577.210948722673 19.0 48.0 50.0 43.0 47.20938976990584 48.92693065913516 43.23054383084249 2.3375960084516216 2.497109265634893 3.314271351774106 1444.5247922837734 2.976745843887329 876.0
99.0 45.99999999999804 101.99999999999898 35.0 46.00000037546354 102.00000075062471 35.209187380581426 3.6421484432947864 2.2260345601908256 3.1784381557573513 1685.7385513641852 4.243999526336504 10344.125531670707 14.0 46.0 102.0 35.0 45.97124352696435 101.90006683000362 34.92871072476007 2.920696930759868 1.9539297273704 3.3232079951856957 1244.153734922409 3.120054006576538 719.0
41.0 61.000000000003936 30.999999999998984 106.99999999999997 60.99999998308945 30.999999150906135 106.82190878303301 2.9415287202808367 3.3474155570229516 3.024120648646212 2031.979136973665 4.8947565033280025 11029.407919550258 87.0 61.0 31.0 107.0 61.14310691361576 31.262513284332105 106.84087290842086 2.262065243773288 2.7884763003616397 2.5715658365152474 1626.3553791940212 6.581214904785156 821.0
74.0 87.9999999999977 36.999999999999 99.00000000000001 87.99999983631432 37.000000324374476 98.69182637939039 3.6352809873964875 2.4905458283532744 3.6158266988428953 3021.2666731998706 6.021631529564645 13685.45453200554 79.0 88.0 37.0 98.0 88.2247272992991 36.969818541778224 98.9099167847438 2.9811718220959653 2.155900328261637 3.0563433142699115 2511.374342262745 7.066348552703857 1210.0
85.0 75.00000000000016 61.99999999999898 97.0 75.00000030359698 61.999999732697034 96.64523178928562 2.2886762247296613 3.9284738361850984 3.3766791118042594 1598.7340072767502 3.3242607528867114 12057.257700543021 75.0 75.0 62.0 95.0 75.16103238661447 62.21474141540217 96.83334037880998 1.802266645553818 2.955010246796465 2.6468287784783313 1045.9047378599644 5.552513122558594 637.0
69.0 99.99999999999893 80.99999999999899 89.0 100.00000066390749 81.0000000169241 88.63478154119235 2.3558787192012662 3.6354177661122886 3.8510263506407654 1143.493183637779 2.170902851380938 12454.014968756404 69.0 100.0 82.0 89.0 100.08318198028854 80.92368545287052 88.9458264832959 1.8160287356245022 2.424089692778922 3.84507697068426 584.2881609201431 1.7789499759674072 407.0
28.0 23.99999999999929 85.99999999999895 49.00000000000001 24.00000022511398 86.00000007306096 48.77915967292955 3.740194451134777 2.322949951236782 4.292925603434004 3995.7997688552073 6.90215685542605 16097.74402595952 25.0 24.0 86.0 48.0 24.234284898720578 85.77920755612581 48.68248513526976 3.1379195206755734 2.134309026049153 3.6539695612754444 3433.578940808773 7.38301944732666 1573.0
50.0 99.00000000000043 64.999999999999 55.00000000000001 99.00000005128149 64.99999966215408 55.27260838653367 3.2130772883865193 2.9299119140107464 3.3735460520753313 3249.9967330660934 6.951995434592011 13010.060895091203 36.0 99.0 65.0 55.0 99.10561399183807 64.69888844216845 55.38164717533691 2.769569453895309 2.543156149585092 2.9099357344925303 2832.19523948431 5.4215288162231445 1262.0
98.0 32.999999999997016 92.99999999999898 61.99999999999999 32.99999993403591 93.00000016336175 62.24411017408048 3.7719748479753563 2.2279409688112692 3.7380083744345813 3025.3654202219536 6.193535057240943 13412.796385383204 42.0 33.0 93.0 62.0 33.30897775385073 92.97846413463083 62.426967331442526 3.1656105634223017 1.899257283759026 3.2415367490558853 2569.727734744549 6.392115592956543 1215.0
63.0 36.999999999997584 84.99999999999896 86.0 36.99999977476833 85.00000016125286 86.26924881477858 3.1874426310295894 2.9659251830524362 4.65692699678059 2409.35715020086 3.6712290691820795 16753.53179747815 65.0 36.0 85.0 87.0 36.956699677144904 85.17280632854448 85.95627016444618 2.516196227455119 2.391593584798829 3.3855215608123426 1675.64352196455 5.154587745666504 1016.0
24.0 59.9999999999979 52.99999999999897 24.000000000000007 60.000000150587255 53.000000574352605 23.853210900799333 2.8071486678095874 3.273382821552113 3.9205444178034696 1155.538113090087 2.1643723460841637 12642.200235645902 9.0 59.0 52.0 25.0 59.95662611674767 52.682130639874366 24.054965285634704 1.884636889279536 2.401541794442719 2.816517456656141 629.453733459115 1.9322229623794556 466.0
66.0 82.00000000000155 82.99999999999895 83.0 82.0000003299603 83.00000044913463 82.72248003926161 3.3421625875044385 2.5084574974513183 4.885803022693426 2328.131818007836 3.784165851370962 15755.889693456655 59.0 81.0 82.0 82.0 82.38028323001517 82.95176389107961 82.62996879105818 2.3931927003836537 1.971297258132387 3.88173873253436 1735.270761668682 5.653830528259277 971.0
20.0 53.99999999999869 54.999999999998984 51.0 53.999999988659596 55.000000015858994 50.5028991809673 3.158246175092157 2.886754177790281 3.996047616825638 1607.18894133445 3.162965955257977 12604.34818032054 29.0 55.0 54.0 51.0 54.2097879645571 54.85867689858396 50.194872926434364 2.438882274595732 2.2111620515379355 3.175423060947956 1267.227181762457 3.0814428329467773 800.0
35.0 51.99999999999923 40.999999999998984 27.999999999999993 52.00000029447145 41.000000223434725 28.34783854640424 3.5563075855123745 3.017338967768888 4.5546746624666845 1458.7476402248165 2.058790985277621 16578.687581389713 11.0 52.0 41.0 29.0 52.24417558036918 41.298924482863676 28.4549447627494 2.4464508637739772 2.2570467447807436 3.010006280372894 862.655689895153 3.6419572830200195 623.0
62.0 41.99999999999949 29.999999999998977 51.0 42.000000529263815 30.000000341633722 50.83979755370998 2.6288035233678317 3.6870931558277773 3.0858335522725993 3480.3572946107124 8.133259513419505 12191.431680002857 31.0 42.0 30.0 52.0 42.00232331282489 30.072311573812616 51.24753373344576 2.324593208080845 3.143332363117084 2.9266936913332238 3276.6839803755283 6.442017555236816 1342.0
39.0 41.00000000000219 28.999999999999005 61.99999999999999 41.0000000365699 29.00000001061897 61.986629608324925 3.2726659812152548 2.430642493659264 3.8428473087424972 1830.0274588622888 4.208894226277775 11321.383446683341 43.0 41.0 29.0 63.0 40.90744839417592 28.94500034136747 62.410454700897134 2.693418831991203 2.0032292728803567 2.720808717866945 1266.2780850827694 3.965864658355713 692.0
11.0 47.999999999999204 99.99999999999896 100.0 47.99999992567257 100.00000012894742 100.48618315067677 2.262874381761534 3.6406334674511336 3.053407579556989 1182.0225821498466 3.1116414274951376 9394.33168069942 83.0 48.0 101.0 100.0 48.34512184766489 99.88339299853227 100.73898140814596 2.3750241622080432 3.192998128476899 3.1245648939602853 853.7825746834278 3.6852211952209473 541.0
31.0 91.0000000000022 25.99999999999899 99.00000000000001 90.99999999236802 25.99999997875011 98.95123261877937 2.2655611234118753 3.688881157558859 4.455464398152031 4984.397092278294 8.897939096779204 16187.719210842775 78.0 91.0 26.0 98.0 90.75219163081898 25.942768067284753 98.48271144161819 2.1850258857610814 3.3434234130738987 3.858693549862629 5627.813690394163 10.823752403259277 1953.0
52.0 36.000000000002586 78.99999999999898 97.0 35.999999726813 78.99999996446928 97.35063165437062 2.50178444939434 3.4133552261664404 3.352928415126834 3120.4124028375877 7.096215149047442 12228.768610205496 77.0 36.0 79.0 97.0 36.00744102672975 79.33702130001627 96.92771102698285 2.2459486540061757 3.045529429207274 2.941939812921927 2870.4344853907824 7.847351551055908 1275.0
54.0 59.00000000000021 63.999999999999 20.000000000000004 59.00000082033503 64.00000015598404 19.62749602661438 3.5570795361940446 2.4830183415225187 4.085497250084989 1931.5937477724194 3.398476133446826 14314.646842951923 3.0 59.0 64.0 21.0 58.599778292798966 63.86274053224912 19.198174583850143 2.417969235727538 2.0061487684172747 3.168264072005206 1230.9977314472198 3.427906036376953 730.0
17.0 17.99999999999926 91.999999999999 20.000000000000004 17.999999859386236 91.9999999571659 19.95808827579158 3.45151507745596 2.659251594419446 4.313360005827953 1740.9304471156813 2.902181372828306 14793.14482582495 5.0 18.0 92.0 21.0 17.53542752798701 91.85543145216755 19.572203019412445 2.402856589108125 2.001769966825551 3.0571829904302685 1009.2643510997295 3.5628609657287598 634.0
40.0 26.999999999999602 91.99999999999898 21.00000000000001 27.000000659636868 91.99999958739043 21.117731685061035 2.6538701271229446 3.5545645049483587 3.1095019143584173 1576.1288480889018 3.590253558319191 11156.401211367427 4.0 27.0 91.0 21.0 26.299940006137522 92.22522773121295 20.947928598936333 2.4237201928974565 2.6760194888277566 2.3760695149990276 1292.3568732440472 3.4231786727905273 748.0
100.0 22.999999999997414 75.99999999999898 76.0 23.0000002736069 75.9999999111553 75.60604091662181 2.322751419774245 3.588877907154407 3.7785025488815505 2375.853452236269 4.786679396607203 13110.783475668637 54.0 23.0 76.0 75.0 23.465393787290953 76.58830404270977 75.32920256096978 2.2009045050690843 3.1467423555805856 2.937187891156148 2210.6290333867073 7.171960830688477 1150.0
5.0 73.00000000000104 75.99999999999898 83.0 73.00000035897996 76.00000004845246 83.40396127231983 3.495256553652571 2.392732018997348 3.2120466686223264 3293.9021205426675 8.160238811217614 11436.430283628748 61.0 72.0 75.0 83.0 72.78073176233157 74.97906826919451 82.78886200562656 2.837179374538322 3.0420530658267495 3.0863926994226665 5453.491008378565 10.75103759765625 1899.0
