PIDENT peak1 peak2 peak3 cen1 cen2 cen3 size1 size2 size3 sum peak volume Glon Glat Sigma_max Sigma_min Angle
21 15.000000000000881 92.99999999999898 64.0 14.999999729618537 92.99999933234633 63.76505793752761 3.031459597722728 3.458827262556404 3.460077901475875 1449.6625694350503 2.8287430652425303 12592.560731848735 15.250505927077768 93.24999259583447 3.9370955999999997 2.3775204000000003 323.1973
22 13.000000000001506 40.999999999998984 40.99999999999999 12.999999990105124 41.00000002729356 40.59164406848643 2.692622695139645 3.711772762878692 4.400248546052924 2389.3313895197934 3.577723479279652 16926.506155297746 13.250478842131457 41.24999286464594 3.8578188000000004 2.4788868 339.1826
23 44.00000000000145 65.99999999999898 64.99999999999999 43.99999999999497 65.99999999872047 64.99951934403364 2.185565116784701 3.9541749182360677 3.296769913942423 3470.3318310912805 7.699390330010459 12771.872246872295 44.24966968035338 66.2499932927913 3.954138 2.1855564 359.9508
24 59.9999999999979 52.99999999999897 24.000000000000007 60.000000150587255 53.000000574352605 23.853210900799333 2.8071486678095874 3.273382821552113 3.9205444178034696 1155.538113090087 2.1643723460841637 12642.200235645902 60.25046505770918 53.249998998090014 3.5799468 2.4039972 326.8914
25 26.999999999996703 92.99999999999899 91.0 26.999999834134996 92.99999996472846 91.45406327394087 3.8598130967486273 2.3171696234449075 3.7601280963534913 4359.588912536249 8.26246188336744 14962.573349206585 27.249427582821482 93.25000333049896 3.8941992 2.2589639999999997 260.6517
26 106.99999999999903 43.99999999999898 55.99999999999999 106.99999985383232 44.000000129463835 56.077002729625306 2.7692288428595377 3.4389032483160666 4.032431082847796 2127.164599743112 3.7460951444433466 14534.675315481862 107.25015392146435 44.249997367308374 3.7052256 2.4012887999999997 330.7447
27 97.00000000000014 54.999999999998984 58.00000000000001 97.00000009206447 54.99999993496951 57.937953396095054 3.0146324222682606 2.9723168189727134 4.6269287036934115 2486.2312933741655 4.339370120112801 14953.399232366837 97.24987436413329 55.25000075690934 3.6549108 2.136402 314.1833
28 23.99999999999929 85.99999999999895 49.00000000000001 24.00000022511398 86.00000007306096 48.77915967292955 3.740194451134777 2.322949951236782 4.292925603434004 3995.7997688552073 6.90215685542605 16097.74402595952 24.250008038100447 86.24999355016955 3.7876392 2.244804 258.7225
29 69.00000000000031 32.999999999998984 102.99999999999999 68.9999999407565 33.00000012143838 103.22913410109327 3.290211308075297 2.5659921345680843 3.6863017799982334 3427.399055314691 7.6907964863344 12593.109818709549 69.24968619539885 33.24999493125908 3.5919131999999996 2.1232368 240.188
30 104.99999999999862 99.99999999999896 80.0 104.99999995751291 100.00000004282839 79.95314007428489 3.3297793401965796 2.7334956582604093 3.9066265117268637 4672.249377170688 8.852717787858817 15195.774998641926 105.24942397420978 100.24999866660583 3.5789004 2.3981220000000003 240.4162
31 91.0000000000022 25.99999999999899 99.00000000000001 90.99999999236802 25.99999997875011 98.95123261877937 2.2655611234118753 3.688881157558859 4.455464398152031 4984.397092278294 8.897939096779204 16187.719210842775 91.24982473186586 26.250003264852197 3.7861559999999996 2.0989991999999997 344.3096
32 59.99999999999531 22.99999999999899 57.0 59.99999999433555 22.99999995281172 57.472179496743394 3.6232503610456956 2.6183613981807983 3.666385960662826 4274.132725214254 8.769580629269896 13936.348587083912 60.24956865476136 23.249998411488065 3.9364752 2.1185244 242.382
33 88.99999999999899 75.99999999999899 57.0 88.99999997815726 76.00000009041509 56.86441051525508 3.991694862123545 2.093461266186215 3.023323936710952 2633.173768361166 6.604108641487792 11027.808373655544 89.24968346330247 76.24999357048299 3.9918455999999995 2.0932068 269.4575
34 104.00000000000144 49.999999999999 61.99999999999999 104.00000016677973 50.000000211094644 61.73491634144395 2.9911240776332324 3.1779225103074955 3.0467371770532874 4023.224302079686 9.475035453560732 12317.26929739227 104.24982060458413 50.24999525303389 3.627402 2.4265296 319.5676
35 51.99999999999923 40.999999999998984 27.999999999999993 52.00000029447145 41.000000223434725 28.34783854640424 3.5563075855123745 3.017338967768888 4.5546746624666845 1458.7476402248165 2.058790985277621 16578.687581389713 52.24963379135488 41.25000275301924 3.9612216 2.4618048 304.2205
36 57.9999999999995 101.99999999999898 66.00000000000001 58.00000007368142 102.000000106944 65.91972319059975 2.869503083538546 3.275164015104167 3.6282511054901327 4266.143817579524 9.360208222626518 13259.297241915681 58.24954440761782 102.24999210807172 3.8274264000000002 2.0764776 321.9896
37 88.99999999999882 24.99999999999899 96.00000000000001 88.99999919795093 24.999998692549013 96.24271261201184 2.1859024808238328 3.9178648007760026 3.5431048200424216 1034.2248686519808 2.1420669106934915 11384.10763570368 89.25037483978434 25.249992671670697 3.9178632 2.185842 180.286
38 21.999999999998465 20.999999999998977 52.00000000000001 21.99999995012263 21.000000099788977 52.31206524075726 3.25298485021856 2.561855440881456 4.083400942523344 4515.85357532978 9.506284944682921 13788.812653364881 22.250516720698187 21.249999071723167 3.6044124 2.0379696000000003 238.541
39 41.00000000000219 28.999999999999005 61.99999999999999 41.0000000365699 29.00000001061897 61.986629608324925 3.2726659812152548 2.430642493659264 3.8428473087424972 1830.0274588622888 4.208894226277775 11321.383446683341 41.2495412395908 29.249993599523904 3.5438544 2.0148972 297.8114
40 26.999999999999602 91.99999999999898 21.00000000000001 27.000000659636868 91.99999958739043 21.117731685061035 2.6538701271229446 3.5545645049483587 3.1095019143584173 1576.1288480889018 3.590253558319191 11156.401211367427 27.250334761841458 92.24999502211607 3.7312884000000004 2.399082 203.4105
41 61.000000000003936 30.999999999998984 106.99999999999997 60.99999998308945 30.999999150906135 106.82190878303301 2.9415287202808367 3.3474155570229516 3.024120648646212 2031.979136973665 4.8947565033280025 11029.407919550258 61.24983579415557 31.25000164675282 3.8438856 2.254428 217.3801
42 66.99999999999754 45.99999999999899 55.00000000000001 66.99999997199134 46.00000000937909 54.52574157822133 3.0048061820703538 3.224450329590348 4.520238845650884 4965.989269290319 8.430523345244987 16812.976535103135 67.24965280591329 46.25000052275386 3.8549268000000003 2.1366828 221.195
43 37.999999999998266 88.99999999999898 71.00000000000001 38.00000002261814 88.99999979673487 70.86443983853671 2.7866296778031647 3.5641923974010634 3.4082572926545933 1737.6025285435198 3.722202661872974 11953.713764910624 38.250151618772406 89.2499983065614 3.9678684000000004 2.1737196 328.3281
44 92.00000000000064 100.99999999999895 23.0 91.99999998961631 101.00000001192872 23.02074050840316 3.1793789356960573 2.83130509980007 4.01862196139657 2886.5209296705934 5.965919513767199 13238.370744580026 92.25013537152708 101.25000237927614 3.7386012 2.0366052000000003 308.8654
45 67.00000000000048 72.99999999999898 18.999999999999996 67.00000014462668 72.99999974836507 18.934758742876962 3.3379533351995514 3.0415580288562154 3.484220077052527 1644.2105844423404 3.4612998986119963 12000.51528114443 67.24950005893021 73.25000118894972 3.9591732 2.1721128 229.9808
46 57.9999999999994 81.99999999999898 75.00000000000001 58.00000046948401 82.0000004159907 75.3104254479103 3.1496035716427104 3.392798786817861 3.03224735603022 4318.718152290996 9.244735685025908 13479.56036361795 58.24966996523298 82.24999953255941 3.9071316 2.4830748 320.0478
47 90.000000000002 28.999999999999005 51.0 89.99999999908626 29.000000001498847 51.49037931497672 2.7295237467571 3.736907191864346 4.147503186465873 4280.527335167483 6.8152076615626695 17375.732427893934 90.24950540481755 29.249995172087786 3.9534432 2.405226 204.2959
48 40.999999999999716 19.99999999999899 79.0 40.99999971434977 19.999999955612665 79.17744398747712 3.0208212165384136 3.0262594989800564 3.624448833438948 2780.781864329929 5.849729543642188 12949.664960637547 41.24954686100432 20.25000527952548 3.6085116 2.2940028 315.1344
49 46.99999999999713 48.999999999998984 43.00000000000001 47.000000211698676 49.000000047669296 43.03714719726277 3.0659820637429887 3.168246816407797 4.55147857331172 2006.334371513941 3.222559644138744 15577.210948722673 47.25002537677142 49.24999620061875 3.7621968 2.298672 317.0746
50 99.00000000000043 64.999999999999 55.00000000000001 99.00000005128149 64.99999966215408 55.27260838653367 3.2130772883865193 2.9299119140107464 3.3735460520753313 3249.9967330660934 6.951995434592011 13010.060895091203 99.25059559589899 65.24999368771662 3.5948328000000003 2.4465264 307.7478
51 62.99999999999717 105.99999999999896 66.00000000000001 62.99999991155333 106.00000008643943 65.93063330619592 3.049046164895385 2.966849213562368 4.588216399113319 3311.4238296146796 5.614325370537883 15970.140204992502 63.25030594481369 106.24999530689747 3.6076439999999996 2.2547808 226.8001
52 36.000000000002586 78.99999999999898 97.0 35.999999726813 78.99999996446928 97.35063165437062 2.50178444939434 3.4133552261664404 3.352928415126834 3120.4124028375877 7.096215149047442 12228.768610205496 36.24956024777822 79.24999743820376 3.5194092 2.3502647999999997 199.1216
53 77.9999999999957 27.999999999998984 55.00000000000001 78.00000027152535 28.000000278573893 55.231155246166 2.1077637175675425 3.9363271622777045 4.358642484245162 5638.288760165866 9.891992370844488 16630.25315000788 78.25012687061273 28.250001216001543 3.9397728000000005 2.1013488000000002 357.1837
54 59.00000000000021 63.999999999999 20.000000000000004 59.00000082033503 64.00000015598404 19.62749602661438 3.5570795361940446 2.4830183415225187 4.085497250084989 1931.5937477724194 3.398476133446826 14314.646842951923 59.249828547391715 64.24999426773508 3.5890596 2.4365796 280.4636
55 25.999999999998522 27.999999999998984 37.000000000000014 26.00000000793065 27.999999925168346 37.32465373449719 3.9262666504458963 2.4021146611410713 4.7408783206241925 5767.712579998367 8.177043342453254 20071.51066478963 26.249967542172953 28.2500020154268 3.9391367999999995 2.3809596 264.1988
56 59.00000000000115 18.999999999998963 99.00000000000001 58.999999538759226 19.000000012611878 98.93383720711118 3.671855758485217 2.2569344674300824 3.9933469095982024 1851.459176661991 3.5467264219266323 13299.447245240946 59.25019822683227 19.2500049732853 3.6789156000000003 2.2454123999999998 274.4957
57 28.999999999997527 78.99999999999899 70.0 28.999999417302746 79.00000041222438 69.82112783736584 3.202244511733689 3.3420196315111608 4.272640817020483 1809.955245690587 2.8186814927748114 15806.704984376278 29.250402818774205 79.2499928455945 3.9667428 2.3850312 222.4048
58 18.00000000000074 85.99999999999896 96.00000000000001 18.000000384776314 85.99999902430704 96.12953375847306 2.126265884591624 3.8951701226611593 3.3947829317095133 1001.9715875116045 2.274402185486403 10528.514604399523 18.250467274001835 86.24999417991708 3.9140820000000005 2.0913144000000004 186.683
59 68.00000000000298 43.999999999998984 99.00000000000001 68.00000019823896 43.99999988942067 98.7561945486813 2.865175191759479 3.118013473741541 4.06790535727237 3941.786659836068 7.937622437865107 14091.180354714148 68.25002305754397 44.2499968003347 3.6766644 2.1008076 220.2311
60 56.99999999999889 41.999999999998984 87.00000000000001 57.000000207115065 42.0000000686153 86.6641004597005 2.212377835336028 3.9574058811266295 4.255030286920522 4607.973335386447 7.962763263793199 16413.266707631767 57.25031481302226 42.249996918699 3.9867252000000004 2.1591612000000002 188.2893
61 40.99999999999744 45.99999999999902 92.0 41.00000000175763 45.99999993670065 91.53049451640736 2.2850828152539644 3.878649544427278 4.260085546905278 5566.938953105825 9.305102780542944 17227.570384850314 41.2504640387144 46.249997955651686 3.8827068 2.2781736 356.7774
62 41.99999999999949 29.999999999998977 51.0 42.000000529263815 30.000000341633722 50.83979755370998 2.6288035233678317 3.6870931558277773 3.0858335522725993 3480.3572946107124 8.133259513419505 12191.431680002857 42.249437314571 30.250000582788267 3.9477228 2.2182936 334.4217
63 36.999999999997584 84.99999999999896 86.0 36.99999977476833 85.00000016125286 86.26924881477858 3.1874426310295894 2.9659251830524362 4.65692699678059 2409.35715020086 3.6712290691820795 16753.53179747815 37.249539159677965 85.2499990468012 3.5787348 2.4797556 230.9223
64 72.0000000000011 87.99999999999898 24.999999999999993 71.99999994551351 87.99999998946045 25.366836618519777 3.46750897197927 2.896566118472867 4.678709216075301 6232.835278852501 9.144933352202344 19674.69159193036 72.25034666476895 88.24999833047276 3.8300484 2.3967696000000003 302.9996
65 80.0000000000023 44.99999999999898 18.00000000000001 79.99999980776884 45.000000119712304 18.355627118346636 3.6217136780177435 2.470843890405923 3.6943679511464977 2336.4999034451484 4.441165392212524 13783.238984573547 80.25025521694653 45.250002107598824 3.6217248 2.470836 269.8639
66 82.00000000000155 82.99999999999895 83.0 82.0000003299603 83.00000044913463 82.72248003926161 3.3421625875044385 2.5084574974513183 4.885803022693426 2328.131818007836 3.784165851370962 15755.889693456655 82.24940257138542 83.24999914531183 3.5157528 2.2587684 293.8998
67 89.99999999999791 60.99999999999896 70.0 89.99999958396538 61.000000262217775 69.95193522659834 3.7202546973660504 2.4576674256601025 3.117435548750907 1002.4105543022673 2.218811896334584 10714.787290793507 90.25023414121155 61.24999952378761 3.727038 2.4473928000000003 265.4279
68 29.99999999999713 15.999999999998991 103.99999999999997 29.999999554563402 16.000000445004403 103.84419929337128 3.4902059799242435 2.735687905002297 3.496278555375167 1953.8276281743642 4.282489998026574 11911.146648060629 30.249859189515746 16.25000246260622 3.9006347999999997 2.1097128 237.9549
69 99.99999999999893 80.99999999999899 89.0 100.00000066390749 81.0000000169241 88.63478154119235 2.3558787192012662 3.6354177661122886 3.8510263506407654 1143.493183637779 2.170902851380938 12454.014968756404 100.25021890600851 81.25000324966345 3.6354324 2.3558808 180.0651
70 54.00000000000013 78.99999999999898 73.0 54.00000012654506 79.00000042235385 73.40419939829465 2.730135752799514 3.4712762030162514 3.183085648814223 1245.6566750285913 2.801995535628012 10846.429403779475 54.24962184968939 79.2500014711861 3.750492 2.3317932 208.9218
71 18.99999999999676 62.99999999999895 75.00000000000001 18.999999830655696 62.99999997183723 75.23343782880957 2.4162261238877583 3.3088346434073856 4.87674430634972 2505.6991783550275 4.445605418859515 14781.062718793068 19.25010796697876 63.24999231373513 3.5449884 2.054208 206.1428
72 57.999999999999744 24.99999999999899 33.99999999999999 57.99999991195878 24.99999947531984 33.79382349199532 2.5270656720524096 3.1603452748644334 4.801319452012742 3653.8179239042815 6.784149856160134 14940.956113237384 58.24954932780712 25.249998004341904 3.5068956 2.018868 212.0254
73 21.000000000001336 76.99999999999899 46.00000000000001 21.000000319325125 77.00000019260793 45.75281439482735 3.691426357242969 2.659927637117815 3.73200088407363 2143.2486095660533 3.9552553969868174 13953.944184540518 21.249900359806617 77.24999698725102 3.8968284 2.348754 293.6893
74 87.9999999999977 36.999999999999 99.00000000000001 87.99999983631432 37.000000324374476 98.69182637939039 3.6352809873964875 2.4905458283532744 3.6158266988428953 3021.2666731998706 6.021631529564645 13685.45453200554 88.25045422103203 37.25000045777246 3.7323252 2.3426268 286.9275
75 39.99999999999636 67.99999999999896 63.00000000000002 39.99999987890641 68.00000003472398 62.54889283674689 2.18719588413925 3.52876334628949 3.0592841552913645 2247.2840617448314 6.319805529690514 9706.234109417273 40.249559598193485 68.24999797708094 3.6328344 2.0096376 343.4416
76 84.00000000000045 47.99999999999899 45.0 84.00000038081288 47.9999995325267 44.807945208868766 3.547475226930882 2.447675010997521 3.5566183868822843 2842.5780094344286 5.8633538921568435 13206.233953821902 84.25041361592994 48.249994155423416 3.5737164 2.4092184 279.4344
77 58.00000000000081 34.999999999998984 52.99999999999999 58.00000001219979 34.999999898630655 52.81230087475092 3.361745066003635 3.052938951852317 4.550131841889609 4134.436124740829 6.101315635028584 18572.78890100855 58.24948617276962 35.24999429214135 3.8124420000000003 2.4672288 231.7953
78 75.00000000000053 30.999999999998984 96.00000000000001 75.00000056460364 30.999999673869063 95.86801120885993 3.3026535201284775 3.13444400961774 3.040402016659686 2278.540416453873 5.291093971941137 11586.509123561553 75.2494293607089 31.249996788407564 3.9526955999999998 2.260164 227.9672
79 50.99999999999906 36.999999999998984 55.00000000000001 50.999999977620774 37.00000035753567 55.30044943695796 2.7888451091915503 3.3521603704126175 4.4596051679215085 4019.3280670782483 6.576428687821013 16904.506246822213 51.25023666439404 37.250000532789414 3.6653004 2.3622924 211.9488
80 58.00000000000027 64.99999999999898 84.00000000000001 58.00000007339602 64.9999999841448 83.58008562101449 3.551648552004364 2.414580089374654 4.93986409227846 4178.379775540468 6.383479090080568 18017.15036512417 58.25049692354345 65.24999487509528 3.6297864 2.2954512 254.5631
81 99.99999999999875 81.99999999999899 49.00000000000001 100.00000033386263 82.00000066500394 48.58525494342059 3.8817939278466 2.5194473588599475 3.1072272875141005 1511.148063980976 3.178546494847049 11835.103831184038 100.25037264425072 82.2499992378461 3.9292415999999997 2.4448056 281.4229
82 68.00000000000247 103.99999999999895 92.0 67.99999993173304 104.00000002177853 92.4493258442585 3.811624769067041 2.5097851302833702 3.286614015072207 2938.9734651688764 5.915401267299245 13449.648634618723 68.24970329406612 104.24999825133264 3.8381532 2.4690744 261.1981
83 71.99999999999937 72.99999999999899 82.0 72.00000002563961 73.00000026328387 82.06371253683875 2.5235301523133415 3.4710252478619665 3.5857455509317426 2562.4126081088066 5.290438476779013 12992.169853386866 72.24964084065714 73.24999815509888 3.5520792 2.4081144 343.2176
84 40.00000000000125 14.999999999998991 46.00000000000001 39.999999924186 14.999999990265906 46.46253195659717 3.690383826704523 2.6281682226783025 4.031996371711986 3408.730721127073 5.7844151905680015 15983.154687634415 40.24975808454974 15.250004021283047 3.8549976 2.3801712 248.4541
85 75.00000000000016 61.99999999999898 97.0 75.00000030359698 61.999999732697034 96.64523178928562 2.2886762247296613 3.9284738361850984 3.3766791118042594 1598.7340072767502 3.3242607528867114 12057.257700543021 75.2496705740656 62.24999336810009 3.941322 2.2664988 354.3536
86 83.99999999999861 43.99999999999897 49.99999999999999 84.00000033522375 44.000000471228155 49.69769288794837 2.473729171126605 3.4974987857401203 3.6782055536479628 2559.2150107703146 5.147303404612676 13305.845456744393 84.24967683740662 44.24999822327434 3.543162 2.4078839999999997 347.4109
87 93.9999999999974 50.99999999999898 30.999999999999993 93.99999920705064 51.00000034563281 31.194556997207012 3.111866246995114 2.646746845766264 4.689074076166474 1096.4002267643632 2.0138470422194863 12723.902568829924 94.25046648626508 51.249999499375384 3.5194404 2.0742876 234.6845
88 67.99999999999874 66.99999999999898 24.000000000000007 68.00000026050164 66.99999988596863 23.929229536910245 3.7404179539194313 2.428492980473917 3.6308065543749986 3958.5780824309686 7.760295875552714 14445.229206738511 68.25016018923921 67.25000130077235 3.7961736000000004 2.340396 257.4873
89 22.000000000000284 12.999999999998977 30.999999999999993 22.00000005176173 12.999999983673817 30.601494084964774 3.4903473603353183 2.665005732197886 3.4855660513223303 4160.512258493113 9.508554746175227 12655.531870564248 22.25049909551521 13.249994711741621 3.8909844000000002 2.0359848 301.2554
90 92.00000000000153 98.99999999999899 55.99999999999999 91.99999979707553 98.9999995818676 55.78560745281971 2.7118991754366 3.581378950986891 4.3986139413082155 4307.063174662225 6.833182795561753 17519.943381170222 92.24979741929474 99.24999840782816 3.8161764 2.3701284 333.8651
91 55.000000000002785 48.999999999999005 38.0 54.99999983299102 48.999999675299144 38.08219951481498 2.4951564219527596 3.7140380921938183 4.44045129236952 1986.2596238337171 3.1340528357550954 15834.339574640211 55.25037624941554 49.250000073143035 3.7953096000000004 2.3697204 344.7351
92 24.999999999997556 60.99999999999896 74.00000000000001 25.000000147339534 61.000000395849376 73.64621744283383 2.389266996307028 3.6071087024260176 3.55780556181809 3883.769301721168 8.287475123251024 13339.915160720977 25.25051833383273 61.2499988332715 3.7028436 2.2380528 196.4904
93 69.0000000000022 43.99999999999897 17.000000000000004 69.00000025719989 44.00000028288475 17.086092636204306 2.7075269081422064 3.43325982519802 3.1454678707697266 1782.9176353156834 4.173881840505967 11114.282715574751 69.24962642232326 44.2499991929112 3.7086647999999998 2.3159928 208.9711
94 23.999999999998806 41.999999999998984 86.0 24.000000048016062 41.999999990363165 86.3495246377425 2.355847412564494 3.6224047683738028 3.1683597320206442 3744.0050491562506 8.742161183132554 12285.283788421366 24.250077483669344 42.249999570380616 3.6366072000000003 2.3339064 186.6235
95 96.99999999999847 45.99999999999899 39.00000000000001 96.99999995827382 45.99999993726715 39.073226353153345 2.4307922418635335 3.9142524325332313 4.951429120487593 3378.3873355808314 4.532451993167715 19612.481637524732 97.24963932959444 46.2500006799788 3.9168107999999995 2.4267407999999997 182.628
96 54.00000000000006 19.99999999999899 83.0 54.0000000124443 19.999999651969475 83.17742954519488 3.0664905052775575 2.9427283124671892 4.230739981275623 2730.4677407588974 4.846890380200049 14956.793268084431 54.249784691521484 20.249995714198292 3.5125956 2.3926344 228.2446
97 18.9999999999971 25.999999999999005 88.0 19.000000074946 26.000000214387 88.28997734382827 3.201333208975244 2.926358846075738 4.407256437686413 5151.2299073587155 8.508728708302806 17339.78492741092 19.249514721662763 26.24999474232723 3.616002 2.3951544 308.3789
98 32.999999999997016 92.99999999999898 61.99999999999999 32.99999993403591 93.00000016336175 62.24411017408048 3.7719748479753563 2.2279409688112692 3.7380083744345813 3025.3654202219536 6.193535057240943 13412.796385383204 33.25008823769463 93.24999713014053 3.8093904000000003 2.163372 279.7944
99 45.99999999999804 101.99999999999898 35.0 46.00000037546354 102.00000075062471 35.209187380581426 3.6421484432947864 2.2260345601908256 3.1784381557573513 1685.7385513641852 4.243999526336504 10344.125531670707 46.24962885261269 102.24999361740768 3.699408 2.1296016 282.3876
100 22.999999999997414 75.99999999999898 76.0 23.0000002736069 75.9999999111553 75.60604091662181 2.322751419774245 3.588877907154407 3.7785025488815505 2375.853452236269 4.786679396607203 13110.783475668637 23.249881196838516 76.24999650737135 3.6117528 2.2870812000000003 188.3599
